PDS_VERSION_ID               = PDS3

/* File characteristic keywords */
RECORD_TYPE                  = STREAM

/* Identification data elements */
DATA_SET_ID                  = "SDU-C/D-CIDA-2/3-NEXT-TEMPEL1-V1.0"
PRODUCT_ID                   = "HK_T20110215_T20110215.TAB"
PRODUCT_TYPE                 = "ANCILLARY"
INSTRUMENT_NAME              = "COMETARY AND INTERSTELLAR DUST ANALYZER"
INSTRUMENT_ID                = "CIDA"
INSTRUMENT_HOST_NAME         = "STARDUST"
TARGET_NAME                  = "N/A"
START_TIME                   = 2011-02-15T01:01:30
STOP_TIME                    = 2011-02-15T05:49:01
SPACECRAFT_CLOCK_START_COUNT = " 982199304"
SPACECRAFT_CLOCK_STOP_COUNT  = " 982216555"
PRODUCT_CREATION_TIME        = 2012-05-13 

/* Descriptive data elements */
DESCRIPTION                  = "CIDA housekeeping data"

/* Pointers to data objects */
^TABLE                       = 1882<BYTES>

OBJECT                       = TABLE
        NAME                 = CIDA_HOUSEKEEPING
        INTERCHANGE_FORMAT   = ASCII
        ROW_BYTES            = 463
        ROWS                 =    330
        COLUMNS              = 83
        OBJECT               = CONTAINER
                NAME         = CIDA_HEADER
                START_BYTE   = 1
                BYTES        = 250
                REPETITIONS  = 1
                DESCRIPTION  = "CIDA header"
                ^STRUCTURE   = "CIDA_HEADER.FMT"
        END_OBJECT           = CONTAINER
        OBJECT               = CONTAINER
                NAME         = CIDA_HK
                START_BYTE   = 251
                BYTES        = 211
                REPETITIONS  = 1
                DESCRIPTION  = "CIDA housekeeping channels data"
                ^STRUCTURE   = "CIDA_HK.FMT"
        END_OBJECT           = CONTAINER
END_OBJECT                   = TABLE

END
2011-02-15T01:01:30 , 33,1,1,1,0,1,0,0, 2, 982199304,  72631537,56306,  0,  0,  0,         0,     10037,         0,        72,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,11,192,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54337,54337,54257,21488,21856,22256,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.55,  -13.95,       0,      72,       0,   0.973,   0.055,   0.084,     237,     276,     320,     319,     319,     316,     338,     316,    3.68,    1.22,    0
2011-02-15T01:37:04 , 33,1,1,1,0,1,0,0, 2, 982201438,  74765939,52421,  0,  0,  0,         0,     10037,        94,        73,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,12, 48,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.48,  -13.95,       0,      72,       0,   0.979,   0.055,   0.083,     237,     276,     319,     318,     319,     316,     338,     316,    3.64,    1.21,    0
2011-02-15T01:38:04 , 33,1,1,1,0,1,0,0, 2, 982201498,  74826039,52312,  0,  0,  0,         0,     10037,       188,        74,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,13, 74,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.33,   14.48,  -13.95,       0,      72,       0,   0.979,   0.052,   0.085,     237,     276,     319,     319,     319,     316,     338,     315,    3.64,    1.21,    0
2011-02-15T01:39:04 , 33,1,1,1,0,1,0,0, 2, 982201558,  74886141,52202,  0,  0,  0,         0,     10037,       282,        75,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,14,118,162, 3.6, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.55,  -13.95,       0,      72,       0,   0.979,   0.053,   0.082,     237,     276,     319,     319,     319,     316,     338,     315,    3.68,    1.22,    0
2011-02-15T01:40:04 , 33,1,1,1,0,1,0,0, 2, 982201618,  74946241,52093,  0,  0,  0,         0,     10037,       376,        76,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,15,117,162, 3.6, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.350,  -5.075,   14.55,    5.35,   14.55,  -13.95,       0,      72,       0,   0.973,   0.053,   0.084,     237,     276,     319,     319,     319,     316,     338,     315,    3.68,    1.22,    0
2011-02-15T01:41:04 , 33,1,1,1,0,1,0,0, 2, 982201678,  75006341,51983,  0,  0,  0,         0,     10037,       470,        77,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,16,118,162, 3.6, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.55,  -13.95,       0,      72,       0,   0.973,   0.053,   0.084,     237,     276,     320,     318,     319,     316,     338,     315,    3.64,    1.22,    0
2011-02-15T01:42:04 , 33,1,1,1,0,1,0,0, 2, 982201738,  75066441,51874,  0,  0,  0,         0,     10037,       564,        78,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,17,115,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.48,  -13.95,       0,      71,       0,   0.979,   0.055,   0.085,     237,     276,     319,     319,     319,     317,     338,     315,    3.64,    1.22,    0
2011-02-15T01:43:04 , 33,1,1,1,0,1,0,0, 2, 982201798,  75126541,51765,  0,  0,  0,         0,     10037,       658,        79,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,18,136,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.350,  -5.075,   14.55,    5.33,   14.48,  -14.03,       0,      72,       0,   0.979,   0.052,   0.084,     237,     276,     319,     319,     319,     316,     338,     315,    3.64,    1.21,    0
2011-02-15T01:44:04 , 33,1,1,1,0,1,0,0, 2, 982201858,  75186641,51655,  0,  0,  0,         0,     10037,       752,        80,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4,19,114,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.350,  -5.075,   14.55,    5.35,   14.48,  -13.95,       0,      72,       0,   0.973,   0.054,   0.082,     237,     276,     319,     319,     319,     316,     338,     315,    3.64,    1.21,    0
2011-02-15T01:45:05 , 33,1,1,1,0,1,0,0, 2, 982201919,  75246741,51546,  0,  0,  0,         0,     10037,       846,        81,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,  4,  4, 0,213,162, 3.7, 1.2,0,0,0,1,0,0,1,144,114,120,104,54257,21488,21856,22256,21856,54785,"HAUS",   5.325,  -5.075,   14.55,    5.35,   14.55,  -13.95,       0,      72,       0,   0.979,   0.052,   0.085,     237,     276,     319,     319,     319,     316,     338,     315,    3.64,    1.21,    0
