127, 15, -1, -1, -1,  134.424,   -0.281,-9999.999,-9999.999,-9999.999,   -0.281,0,-485.364
127, 15, -1, -1, -1,  134.424,   -0.281,-9999.999,-9999.999,-9999.999,   -0.281,0,-485.111
128, 15, -1, -1, -1,  137.743,   -0.281,-9999.999,-9999.999,-9999.999,   -0.281,0,-484.859
128, 16, -1, -1, -1,  137.743,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-484.606
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-484.353
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-484.101
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-483.849
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-483.596
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-483.344
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-483.092
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-482.839
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-482.587
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-482.335
128, 16, -1, -1, -1,  137.743,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-482.083
128, 16, -1, -1, -1,  137.743,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-481.831
128, 16, -1, -1, -1,  137.743,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-481.580
128, 16, -1, -1, -1,  137.743,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-481.328
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-481.076
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-480.824
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-480.573
127, 16, -1, -1, -1,  134.424,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-480.321
125, 16, -1, -1, -1,  127.993,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-480.070
124, 15, -1, -1, -1,  124.879,   -0.281,-9999.999,-9999.999,-9999.999,   -0.281,0,-479.819
123, 16, -1, -1, -1,  121.830,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-479.567
122, 15, -1, -1, -1,  118.845,   -0.281,-9999.999,-9999.999,-9999.999,   -0.281,0,-479.316
121, 16, -1, -1, -1,  115.923,    0.000,-9999.999,-9999.999,-9999.999,    0.000,0,-479.065
